x,y,class
4.204114337533239,-2.3981818835895763,1
-4.109263486216427,2.5761526513352657,1
1.115446110816107,4.804043202938944,1
5.244765100123219,-1.4539961133521333,1
-4.808240961157931,0.49205835960995237,1
-4.666452915911202,2.4591703543600842,1
5.180955603639066,0.5544434499607921,1
-3.1300522811790867,-3.9702928330601486,1
4.5308754372791,0.9004749957247669,1
-3.4496454990224654,-3.879147431441844,1
-2.008347873075921,4.916759599923216,1
2.518231714951294,-4.719786537909204,1
-5.285581791089921,-1.058360793541944,1
5.26869193260644,0.5239278539406054,1
-3.540937941519211,-3.839467136033627,1
-1.6710449982820368,4.7664469305148724,1
-2.593986185575408,4.792385762912274,1
4.971566853805412,1.8947509086521241,1
-1.0357896754051152,-4.610831204264166,1
4.123464530070583,-2.4973164042495832,1
3.0654054896568055,4.05147932080708,1
-2.103453086108199,-4.682844738256663,1
-3.71439398862657,3.968556956702476,1
-0.16505590613450274,-4.98291557932906,1
4.00825160192555,3.341080922816877,1
5.169145714645669,0.5051303022626682,1
2.7314641572630696,4.683744077947512,1
2.1235725445360956,-4.443703248746936,1
-4.37010750592408,1.8548415938340193,1
-0.6544293666871808,-4.90427762838431,1
-4.3745563833770875,3.3278951823113196,1
4.276847538644727,-2.5976806188317956,1
2.581548660348688,-4.57292398770322,1
1.3966565401056301,-4.799642959161988,1
-5.269003076587847,0.5990430480358759,1
-1.5922262089312058,-5.259499311514778,1
-4.740670285641121,-0.19483787750694245,1
5.049543591044757,0.7964991317525545,1
3.4690004511710937,3.012195993218839,1
3.035193097445433,-4.056671815563647,1
1.6356149800749509,-4.970492458959957,1
-4.176722450454795,3.279644665674153,1
4.410133699126754,3.0247741716859804,1
5.2838950889163945,1.0065686415869262,1
-2.3924533745309504,-3.9172779993831366,1
0.3968899770395841,4.529434551194278,1
2.75428413158482,-3.9843229291296542,1
-4.772972309785144,-0.6216900126729781,1
0.27308664843816716,5.206158114396307,1
-4.35608407885523,2.4182192058090672,1
-4.967024045595517,-0.5744360653159681,1
-4.3395971889629665,1.747839190259196,1
4.207867924306292,3.0840427864771813,1
-4.878624098865733,0.7160932462339425,1
-2.3241234234124306,-4.048784815724444,1
-1.6155719828669748,4.95839245899621,1
5.311241365989657,-1.3767013998530873,1
2.2892932487696793,-3.962494310667074,1
-4.636071912312912,2.1286418281157804,1
-1.5777905334437248,4.716744549417868,1
-4.273155324858346,-1.7151045058700523,1
0.5102081061330102,-5.237419327580478,1
4.9687814349696175,1.110032974115935,1
-4.652747508888207,2.6757595119159823,1
4.63707723030391,0.7186829253588821,1
4.17281383015881,-2.4570199506726205,1
-0.894405748686494,4.644487424332918,1
4.613645652209591,1.9913673062841837,1
-4.7475350170296275,1.0749359942663974,1
1.7929725605096083,4.383053234684652,1
-3.135371328182822,-3.975210850037665,1
2.9866211475325173,-3.778650787610628,1
3.6720019731245266,-3.492063321616882,1
-4.8781239147754905,1.424537988884937,1
-1.433466972614461,-4.615085575325361,1
-2.7262886883791135,4.673280897014687,1
5.313287590528267,0.9783480231452056,1
-4.367215028233928,2.2891766852887923,1
3.8887729777368665,2.793471537843473,1
-0.9641727776736444,4.8959320704988265,1
-4.358060047321953,1.9168295100203747,1
-3.0574851261391394,3.3592809434154622,1
-4.26154667703251,-1.7992225138770899,1
-4.4515443465361875,1.6767077380247355,1
5.479438441344719,0.0673323810840781,1
2.494356499841364,-4.017488550176094,1
5.0376550341971535,-0.4057837475835414,1
5.118246943413413,-1.8522370590712232,1
3.7429983326084124,3.509506234116604,1
-3.4895182211069717,3.156936492192662,1
2.9389257081194247,-3.4682366378862746,1
-3.455185219341632,4.1136778999903285,1
4.010506187777805,-3.273011278190948,1
-2.2037845605878803,4.273929101023903,1
4.254631774340779,3.4578928337972346,1
-3.2605321106639384,4.1402208682286386,1
-5.2491057716215455,-1.3360503227605456,1
-1.4233029325883944,5.052202639979993,1
3.080956649076667,3.9848816159238467,1
4.693428142972299,2.7437494879792395,1
-4.990868954644462,-0.7719854113248996,1
3.68456093254204,2.9123221633187604,1
5.3973673920397935,0.5353009075052018,1
-3.8239865472167325,-3.3343050809961063,1
2.345286534353262,4.540612531875295,1
-1.070365059010397,-5.004731273266902,1
2.7758055031556257,4.249271040450864,1
-0.8120449950250477,4.614197767124381,1
-2.4307783075186196,-4.203074313698063,1
4.071738322333589,-3.3333864420494517,1
4.5684898544208785,-0.49713754975451274,1
4.558548557435406,0.4722174574614279,1
-2.5810991657979394,-4.237928181452361,1
4.766391063733361,2.235567044999878,1
5.001003324126579,-1.06936410944261,1
4.754871001271178,2.13221007559631,1
4.456219513692778,0.6346226561192251,1
3.6861821076369234,3.8793101237910044,1
-2.1158717947073526,5.015177479041633,1
2.1847327086349604,-4.547097360023805,1
3.5082411262890276,-2.8805103224903172,1
-0.309218249770719,-5.071670191515727,1
-4.720419346084215,-2.5228065059517735,1
-3.747682013944348,-3.527029452604381,1
4.055634435726573,2.443630524187053,1
1.2788697480078604,5.046606469993568,1
-5.225026872257632,1.017754908958973,1
4.620294851367735,2.1226261682112217,1
4.9108242563960385,-2.0106772618843465,1
-4.5502563720385885,0.59724800275774,1
-3.5284381020484594,3.6769151465495185,1
-2.4101640569395895,3.9360658806811117,1
1.0844771380022025,-5.203891067657878,1
5.297421602989728,1.1521517199458446,1
4.789140594737996,0.4608731676872808,1
4.590845693559664,-1.360043611924939,1
4.110525209489911,-2.7694766952072483,1
-0.5454034977202992,-4.60316119315085,1
3.9833672176424706,3.7575518586445678,1
1.1093501995512274,-5.033505831050481,1
2.387156290893163,4.703060857173221,1
-2.5454706247736123,-4.646667659729576,1
-4.310478027729999,2.244524003644194,1
4.312816523652457,-1.30943973917404,1
4.034785935980198,-3.354536870609635,1
4.499104958077648,2.1815714837812306,1
3.4615678540275883,3.8386060320129856,1
4.979736829997376,0.2251431482509262,1
4.166348123685527,-2.6558752646366526,1
5.251505666749579,0.7698411472089426,1
-4.5377186677763275,1.7927138280388808,1
2.6768351894661144,3.717932207700517,1
-4.0403782692412165,2.9323558936044822,1
4.8263236633375115,1.5824286333470932,1
-5.084112165004237,-0.06781105530614133,1
5.3204764960599595,-1.361454601611637,1
4.4982395204130095,-0.9107760040883585,1
2.92771411886547,3.5834185712543762,1
0.9854376028236009,4.468002425472508,1
-4.8317085435418345,-0.6134545303010195,1
4.6362641034813254,1.76443291383234,1
3.861871439302643,-2.642742160197736,1
2.8156295899626618,-4.250875923432277,1
4.347952023526204,-2.097054949045343,1
-3.0373404310700693,4.087577692766308,1
-0.00419500275143078,4.962822827659865,1
4.816147958513007,1.9468300938410399,1
2.7480402220585995,-4.406993398179548,1
2.050711976350416,4.199308667818165,1
5.231652205765437,-0.23681255221561553,1
-0.9208710207571762,-4.759981272709713,1
-5.448779126313972,-0.2854563976908271,1
-0.18894613387084502,5.331223667348616,1
-4.963569159888627,-0.9305902696965368,1
-3.94343792146915,-2.555355113420652,1
-4.00963881074839,-3.310216744316904,1
-2.234586702165605,4.299685972872189,1
-4.057909922926402,2.2710945887597846,1
3.9625422776850123,-3.162768214062345,1
-5.3108666961139885,0.33374846450788953,1
-4.782130186859014,0.060629133587374616,1
2.4559518686049744,4.366561005296486,1
3.642456828235492,3.7683343001838043,1
3.5987395620802856,-3.1978631886453575,1
2.9896564569351907,-4.073646306138317,1
2.3310427478155233,4.13254342532808,1
4.063204988417407,-2.495754640514526,1
4.848690225201961,-1.978005394467199,1
4.937885028780304,-0.4232973039711943,1
-4.959756678643575,0.5406717807912178,1
-4.702426623940168,1.2479249558350805,1
2.921251796711246,4.12772718973938,1
-1.629176536041677,4.228510252267926,1
5.245947433129736,-1.3130465445230546,1
-4.4010121754751035,-1.6811692715942101,1
4.280588972129722,-2.104324367611364,1
4.286522412951662,-1.9655162826710917,1
1.8366681281377122,-4.478277119209636,1
-3.472677316352828,4.160439036004033,1
-0.2027451058629198,-4.658433125784837,1
-5.026782293070096,0.6781148454597624,1
-2.223564046064638,4.169242560986855,1
4.585955034448298,-2.6786274641082106,1
-4.752735888832271,0.561623112330179,1
4.501766261700536,1.1982629526952098,1
-4.250527968254656,1.544066447571345,1
-2.337311128066684,-4.866625607172604,1
-5.142553097242947,-0.999653507736133,1
-3.3653874492774074,-3.8251208377566326,1
-0.3419762961287559,-4.638625161555564,1
4.481938280642339,-2.889140141542362,1
-4.735096628775133,1.7425414875097696,1
-4.7317275975278426,1.2077063922038003,1
0.19959017496104178,-4.623236615372355,1
-3.725119875070262,3.5919113547469994,1
-3.1126030101719677,3.3773718641329826,1
1.0604664091716234,4.794000634760458,1
-4.9592943960184215,-1.0241026588817965,1
-0.6417928129778713,-5.141055850190589,1
-3.8274003680402235,-3.7593039643511643,1
3.9878167508731317,-2.6280712544194347,1
1.884911342854563,4.276887536829437,1
-4.699726400927546,-1.9982555138869667,1
-0.8126817834329108,-4.800132119359726,1
